Copies,Attack,Defence,Faction,Name,Traits,Action,Tags,Designer,CardNumber
1,2,1,Quadball Scotland,Boat Race,<em>- Winning the Social -</em><br><strong>On Recruit:</strong> Attacks this turn and every turn.<br><br><em>- Drunk -</em><br><strong>End of Turn:</strong> Either lose 1 HP or discard this unit.,,,Brendan Head,69-16
1,0,0,Quadball Scotland,Red Card,{action:Action}<br> Choose an enemy unit in this Lane. It gets discarded.<br><br><em>- Counter-Attack -</em><br>Gain a +1/+1 counter on any friendly unit in any Lane.,Action,,Brendan Head,69-17
1,0,0,Quadball Scotland,Sticks Up!,{action:Action}<br> All Lanes attack this turn. Gain 1 Attack Power in each Lane.,Action,,Brendan Head,69-18
6,0,1,Halloween,Grave,<strong>On Death:</strong> Flip this to a Reanimated Corpse,,Starting,Brendan Head,70-1
6,1,1,Halloween,Reanimated Corpse,,,Starting,Brendan Head,70-2
1,1,3,Halloween,Spooky Skeleton Reversal,<strong>On Recruit:</strong> Discard your hand and the top 2 cards of your deck. Then swap your discard pile and deck. Draw a new hand of 3 cards.,,,Brendan Head,70-3
1,1,5,Halloween,Pumpkin Capture,<strong>On Recruit:</strong> Put an enemy unit from this Lane onto this. It no longer attacks or has abilities or card text.<br><strong>On Death:</strong> Return the card to your opponent's side of the Lane.,,,Brendan Head,70-4
2,0,4,Halloween,Vampire II: Revenge of the Revenge,<strong>On Recruit:</strong> Attacks this turn. Move any number of damage counters from other units onto this.<br>This gains +1 Attack Power per damage counter on it.,,,Brendan Head,70-5
1,2,2,Halloween,Slasher: Slasher Returns,<strong>On Death:</strong> Returns to your hand.<br><strong>Start of Turn:</strong> May put a damage counter on this to gain a +1/+1 counter on another unit.,,,Brendan Head,70-6
2,0,2,Halloween,Scary Witch,<strong>On Recruit:</strong> Gains three +1/1 counters.<br><strong>End of Turn:</strong> Remove a +1/+1 counter from this or put one on it if it has no +1/+1 counter on it.,,,Brendan Head,70-7
1,1,3,Halloween,Ritualist of Revival,<em>- Spooky Ritual -</em><br>This doesn't attack normally but instead immediately attacks whenever you gain HP.<br><strong>On Recruit:</strong> Gain 1 HP.<br><strong>Start of Turn:</strong> Gain 1 HP.,,,Brendan Head,70-8
1,1,1,Halloween,Ghostly Presence,"<strong>On Recruit:</strong> Opponent must discard a card of your choice and draw a new one.<br><strong>On Death:</strong> Look at top card of your deck, then either draw a card from deck or discard pile.",,,Brendan Head,70-9
2,2,1,Halloween,Super Werewolf,"<strong>On Recruit:</strong> Attacks this turn. {attacksLast:Attacks Last.}<br> After attacking, gain a Grave in any Lane.",,,Brendan Head,70-10
1,1,4,Halloween,Rejuicer,"<strong>On Recruit:</strong> Gain a Grave in any Lane, then flip any friendly unit. Flipped non-Grave units are invulnerable but do not attack.<br><strong>End of Turn:</strong> Flip any friendly unit.",,,Brendan Head,70-11
2,2,2,Halloween,Spectral Spirit,<strong>On Recruit:</strong> May search your deck or discard pile for any card then draw it.<br><strong>When Flipped (either up or down):</strong> Gain 1 HP and a +1/+1 counter on another unit.,,,Brendan Head,70-12
1,1,2,Halloween,Grimmest Reaper,"<strong>On Death:</strong> An opponent's unit of their choice in any Lane dies, or they lose 2 HP if no units remain.",,,Brendan Head,70-13
1,3,3,Halloween,The Pumpking,<strong>On Recruit:</strong> This Lane attacks this turn. All enemy units in this Lane move to another Lane of opponent's choice.,,,Brendan Head,70-14
